Sentence,Fear,Split
"He is also starting to do strange things, like putting the catsup with the dish detergent.",0,1
can you provide any more info on Dr. <PERSON> (SHU),0,1
at first they they thought I was HER- but then did and additional test and found I was,0,1
Moderation is the key (not that I follow that - I eat whatever the heck I want to eat :-)).,0,1
"I have not checked that out, but it seems like it might be another good source for you.",0,1
I was really glad to have the suspicious area gone.,0,1
"I don't know if Flomax is possible, but it works, and even works best together with <PERSON> taken at opposite times of day.",0,1
Is losing hair a sign that is works?,0,1
I told my plastic surgeon that I wanted 2 perky boobs.,0,1
"she was and is (she is still here, only physical left)the BEST MOM I COULD HAVE EVER ASKED FOR.",0,1
"Thank God it healed over, for if it could have been very serious had my colon perforated.",0,1
"For the bone pain or injury to rib cage a non steroid anti inflammatory med such as Tylenol, naproxyn or aspirin can help.",0,1
"Whenever I say, ""I have BC,"" he says, ""You HAD BC.",0,1
Rememembe always that you have a team here that is watching your back!!,0,1
DO NOT TO MEAN TO BE PETTY SINCE MY WIFE HAS BEEN BLESSED WITH YEARS OF GOOD LIFE WITH STAGE 4 LUNG CANCER BUT.. HAD PORT REMOVED AND IT LOOKS LIKE A KID DID IT.,0,1
"I'm happy that you are home and feeling pretty well Mitzi!Hugs, <PERSON>",0,1
I then went on to have 7 weeks of daily radiation and I am so happy to say that that was 3 years ago!,0,1
"Can't offer any specific response to the info you seek, hon.",0,1
I didn't know and lucky for me my medical caseworker called I couldn't talk right my tongue was swollen.,0,1
"When I was first diagnosed, I didn't know anything about breast cancer except that women died from it.",0,1
he was dignosed last october.,0,1
"I know there is no answer, but I enjoyed <PERSON> youtube videos, and bookmarked her website.",0,1
"Spirit does not die, it goes from eternity to eternity.",0,1
If you have trouble obtaining these medications (Emend and Zofran are expensive!,0,1
"(although, they were sweet enough to send me a card!)",0,1
My <PERSON>al opinion is that green tea with the caffeine removed can be a very useful addition in the fight against cancer and in achieving the goal of good health.,0,1
"And in stage 4, they often will not do any surgery and only do chemo.",0,1
I am 15 years past diagnosis diagnosed age 34.,0,1
"Turned out to be a seizure caused by mets to brain, stage 4 lung cancer.",0,1
Truly amazed with the generous nature of the people around me and pretty dissapointed with about everything else.,0,1
I should have the results back next week.,0,1
In the mean time the waiting period is tourture.,0,1
This entity has arisen out of changing demographics of prostate cancer and changing treatment patterns.,0,1
I would suggest that you talk to your oncologist about your feelings.,0,1
I also had weight loss 20 lbs in 30 days.,0,1
"I""m a four year survivor of lung cancer.",0,1
The exercise your doctor is recommending will probably help you to heal more quickly.,0,1
I've had my left upper lung lobe removed and am now going through chemo.,0,1
1st day Taxotere then wait 21 days before next treatment.,0,1
He had a lobectomy in February 2004 with no chemo follow-up.,0,1
Just describe what you described so very well here.,0,1
I still have a deeper pain in my right lower quadrant .,0,1
I guess it depends on if you plan on getting in your full eight hours.,0,1
Just wanted to say to all that are currently having rads have a great weekend with 2 days off!Jenifer,0,1
Stress has a lot to do with it so try to relax.,0,1
I keep trying to keep my head up and trying to take life one day at a time.,0,1
NED will be ready for his dance with you next week!,0,1
Like a zipper:)It's good to hear from you and know you're safely back home.,0,1
I'll help in any way I possibly can!,0,1
But any thoughts on the warm humid air?,0,1
I  am supposed to start Taxol next Tuesday.,0,1
We really do understand....much as we wish we didn't.,0,1
although I noticed the hair on my legs is growing a bit faster.,0,1
Here is a link you may be interested in reading,0,1
dog has been a pain in your butttttt for a long time.,0,1
From one who has been there all too often .,0,1
I suggest that you speak with the doctor that you're most comfortable with and try to get a clear understanding of the course of treatment for your mom.,0,1
"If I do not hear from you....have a fantastic holiday with your husband and family.....;)  You will do well, and keep that positive attitude!",0,1
I'm the one nibbling on that chocolate bunny!,0,1
hi i also had appetite issues and the dr rxed dronabinol 2.5 mg 2 x a day before meals to stimulate appetite.,0,1
I would think the CK centers would be turning potential patients away but I have not seen many like yourself on this forum.,0,1
It has been a very helpful site for me during my treatments and now with my first phrase of reconstruction a week ago.,0,1
So I made my appointment and went to see the breast doctor.,0,1
My dr will hear a scence from me.,0,1
<PERSON>(ceritinib now fills that role.,0,1
There are antidepressants and anti-anxiety pills to help you cope during this time.,0,1
"He regularly asks me,""I can fix anything that I put my hand to, Just give me a hammer or skrewdriver, Why can't I fix you??""",0,1
"I agree also,  the hardest thing for me outside the fear of dying and leaving my teenage son, was letting go of the old life.",0,1
She is finished with her brain radiation.,0,1
thank you all for being there for me.,0,1
I just told the doctors lets get after it!,0,1
Going through my throat to take a lymph node from my chest.,0,1
"From reading your other posts in different threads, I gather you have some unique IBS dietary challenges and many questions regarding diary, calcium, and protein nutritional intake related to those challenges.",0,1
We found out that if we had reported some of her symptoms they would of reduced the doses and she would have survied.,0,1
Can't be left out of your rock band...,0,1
I was on Wellbutrin for the past 10 years.,0,1
"(My computer is knocking, I dont know how to answer it?)",0,1
"They're afraid, that's all - we are a reminder of their mortality, no matter how well we are doing, and nobody wants to look their mortality in the face and ask it a question.",0,1
I want to grow old with my husband.,0,1
"I missed the bus today but I will definitely be there tomorrow.Hugs,
Georgia",0,1
Getting bigger or getting more was an ominous sign of course.,0,1
"Hey, Ms. <PERSON> -- I'm a newbie here, so it's nice to ""meet"" you!",0,1
This is another phase in my Christian walk.,0,1
I had a tram flap 3 years ago and I'm still numb and will always be.,0,1
Would it really be possible to buy into a clinical trial???,0,1
I am trying to stay strong and find some new treatment that actually works.,0,1
"So we start and
she gets my attention... Pets are the best therapy!\\Hugs,
Ayse",0,1
Thanks for the good thoughts!,0,1
His father also had prostate cancer and no vasectomy.,0,1
He should avoid driving his car for a while.,0,1
wbr was never offered as a preventative and I wouldn't want it.,0,1
"I'll be checking in at 7:45am PT, surgery isn't until 1:30pm (PT) .",0,1
We had a great time last night!,0,1
After 38 radiation treatments and countless chemo treatments they can no longer find the cancer.,0,1
There are also protein powders you can add to milkshakes to gain your protein.,0,1
My 88-year old dad was just diagnosed with sclc by biopsy.,0,1
"I was disabled due to a back surgery gone wrong, and left unable to work.",0,1
Can you imagine what could have happened if you did your surgery and your heart was not ready for it?,0,1
I am praying that you will get good results <PERSON>.,0,1
A lovely day for a lovely lady!,0,1
"ago;  undwent Radiation, did well but had microscopic substernal spread last yr; underwent 6 wks radiation, did great.",0,1
Try to focus on one tasks and you will be fine.,0,1
The changes in meds we did with the onc maybe working!,0,1
"I'm very glad that I had to wait till then - I was still quite tender, actually, I still am at 8 months after.",0,1
I bet your GP is surprised.,0,1
"Good to hear you're doing well, excellent news on clean lymph nodes!",0,1
Yeah for the great news.,0,1
"I would say I dont' think so, not really...what exactly is fatigue?",0,1
"Luckily, we do have a lot of support from church friends, family and neighbors.",0,1
I am usually so active and now I am slow and out of breath almost needing weekly blood transfusions.,0,1
It took almost a year for the hormone therapy (plus scar healing from radiation)for me to get back to where I believe I started the whole process.,0,1
The power of prayer is amazing!,0,1
When this started I began to give him Boost as a supplement to smaller meals.,0,1
"Alot of good was said by <PERSON>, Stayingcalm, Dennyc, Naypaual, SocceFreaks...etc..they are oldtimers here!!",0,1
This site is awesome and the ladies are encouraging and outstanding.,0,1
that was 3 years ago and am doing better then better.,0,1
After AC everyone told me <PERSON> would be a breeze.,0,1
" I went through treatments for STAGE II anal cancer I had a squamas cell..My dad and his mother both had the same cell but they had lung cancer and I lost both of them.My treatments of Chemo/Rad were completed in July.In september I had a very bad lung infection NEVER in my 39 years have i ever had a lung infection.I made it through that with lots of meds,inhalers,and breathing treatments.I had my port taken out in November and they dont have to put you completly under no ventitlaros just a local..so after surgery I coughed up a huge clot of blood and then again on the way home and then again that night..a couple a weeks ago and I started expereincing the best I can explain is vertigo..and this week I have started having small places on both sides of my ribs hurt..and when it hurts it hurts..please someone talk to me about your symptoms..my docs concerned and they have a CT Scan scheduled for this coming Tuesday..please input and thank you!~",0,1
