Sentence,Joy,Split
Today is the day we are putting up our tree and decorating it.,1,1
"Anyway, we are smart, well-educated, talented, multi-tasking, etc.",1,1
It's good to know that I am one of many!,1,1
I want to say welcome to <PERSON> glad you checked in,1,1
I have done most everything I wanted so far.,1,1
my puppy---Molly---is a lab mix and I love her so much.,1,1
I love that I don't have to worry about pimples anymore.,1,1
Their testing helped my doctors order the right treatment and I'm doing great so far.,1,1
to hear that baby Troy is making progress.,1,1
"To thank you all, I am including a poem I wrote for my mom.",1,1
"Thank you for your prayers, and best to you.",1,1
Truly I hope you have the best of birthdays and celebrate like crazy.,1,1
But you just can't beat a chocolate covered cherry martini!,1,1
Thank <PERSON> what wonderful news.,1,1
!May all your wishes today and everyday come true!,1,1
"And many, MANY more!Make it a special day and party hardy!",1,1
Is such a wonderful dancer isnt he?,1,1
"Also, I love my cancer support group and highly recommend it.",1,1
In a way I feel lucky because even though my condition is terminal at least I have some idea of what's ahead and how I'll die.,1,1
"Hi <PERSON>,
Great news on the pad-free Christmas.",1,1
During the healing process you need to eat a well balanced diet.,1,1
"<PERSON>,I'm so glad to hear about your case!",1,1
"Wonderful post, <PERSON>, as always!",1,1
"Great news, Just what everyone on this site needs to hear.",1,1
"Oh, CR, you are not complaining but honestly sharing your life's concerns and worries as well as joys with us.",1,1
I am so glad you got through with flying colors!,1,1
Oct 1st I had a clean pet scan so surgery and chemo seemed to have done their jobs.,1,1
"Fortunately, throughout all this, I am feeling good, I have had very little pain if any at all, & I am able to do most anything.",1,1
And I agree with Tulip66 - we just saw <PERSON> last night and it was really a great film to lift your spirits.,1,1
I actually really like it and get a lot of complements.,1,1
That being cored thing is not as wonderful as it sounds.,1,1
"First, that's wonderful news about your mom's scan.",1,1
"I have been taking mega doses 50,000 units per week since then and I am now up to 29, so we're getting there.",1,1
Thank you for all your replies and suggestions.,1,1
Sure sounds like much better news than before!,1,1
I am tired of being tired and sitting and resting.,1,1
"If you get a chance post a pic or two.Hugs,RE",1,1
It helped me when I was wishing my hair would grow again.,1,1
"Hey, Ms. <PERSON> -- I'm a newbie here, so it's nice to ""meet"" you!",1,1
They were able to tell me that it looks like it hasn't spread which is the best news ever.,1,1
That is so nice of you Margo and Jake!,1,1
"Let me tell you, the <PERSON> has worked wonders.",1,1
I'm bringing fresh brewed maxwell house and my home made Italian biscotti cookies.,1,1
Hi yakimom:  I am really glad to hear that treatments are going good.,1,1
the only thing she liked was chocolate shakes.,1,1
I feel fortunate (most times) to have him.,1,1
I've gotten great suggestions from this group and am hoping for more.,1,1
I know several people who's insurance companies have refused.,1,1
"We will be celebrating a 70th birthday for our best friend, and have had these plans in the works for at least a year.",1,1
The treatment center is amazing where he is at right now.,1,1
(Another excuse for a drink) Cheers,1,1
"With all of us, we can reach around the world...BIG HUGS Can you feel them from all of us?",1,1
Thanks again for your warm wishes and welomes.,1,1
You give wonderful advice and for that I say thank you!!,1,1
That's awesome that you have such a great support team!,1,1
"Hope you have a special day filled with Love,<PERSON> and <PERSON> spent with family & friends.",1,1
"Speaking of positive, continue on with your zest for life, and great attitude.",1,1
I already ate my chocolate - not sharing one bite!!,1,1
But I am seeing my surgeon on 11/01 and I am going to ask him about it and then maybe I can give you an answer as well.,1,1
This is really very funny.,1,1
"Wishing you, baby and your daughter easy healing and fast recovery!",1,1
Thanks for this tip Kylez!,1,1
But I bet you will look stunning in the wig!,1,1
"That was very nice tribute to Deb ""StayingCalm"".",1,1
You are not alone and never will be!,1,1
Guinea pigs are adorable -- I can not show my daughter pictures of your guinea pigs -- as she will want 1 or 2 as pets .. <PERSON>,1,1
Welcome to the board.I like the way you introduced yourself.,1,1
"Thanks for the great news, and keep us posted.",1,1
We hope that this brings hope to anyone with that dreaded pancoast tumor.,1,1
I am glad to read your post.,1,1
<PERSON> you are feeling good after your surgery.,1,1
I am sure the laughing spirit keeps you healthy.,1,1
"Wishing you a happy birthday!Hugs, <PERSON>",1,1
() Thanks for providing us one more party.,1,1
Thank you <PERSON> for showing it to us.,1,1
May your cancer free life be a very good one.,1,1
The soursop fruit seeds also has some benefits.,1,1
I wanted to thank you all for all your kindness and prayers through out this battle.,1,1
"As I think I mentioned in my past message, I have not been able to talk to another chemo patient who has received 12 rounds to Taxol/Carob without a break in the treatment.",1,1
My therapist has worked wonders with the scar and the underlying tissues.,1,1
Gildas is the better known but they are in partnership and have mutual goals and services.,1,1
What was your psa right before you started radiation?,1,1
The music was uplifting and getting out with other people helped too.,1,1
will keep you in my thoughts and prayers.,1,1
"Just as you say, lousy news can be good news.",1,1
It is a beautiful day and NO work today for me.,1,1
I think it's wonderful that you reach out to the homeless and I'm sure she appreciated you sharing your story.,1,1
Was glad to find this site and great info being shared.,1,1
"The radiologist seemed very ""proud"" of his work.",1,1
It is so nice to hear good news like that!,1,1
Your comments would be so very much appreciated.,1,1
Char im sooo happy for you...that is awesome news...congrads!,1,1
But I'm sending positive thoughts your way.,1,1
" Thank You all ,              I just checked my lab results ,  Thank you <PERSON> for telling me about the <PERSON> patient portal,  the blood was taken at 5.00pm  ,  and when I was home at 7.00   the news  was   good          0.05   psa   same as my last test        I am feeling Thankful ,",1,1
Sending Birthday wishes up above to dear <PERSON>.,1,1
"I did them when I walked, when I watched TV, etc.",1,1
Always good to have humor in the day.,1,1
He gave mea beta blocker to slow down my heart but has left me incredibly fatigued.,0,2
No leakage after the cath came out and was back to work 2 weeks after my surgery.,0,2
I have numbness in my hands and feet - but no pain.,0,2
"""Ancedotal"" accounts, what happened to this one guy or that other one, are not scientific either.I have had friends who left conventional treatments for natural/holistic, and every one of them died soon thereafter.",0,2
Back on time and current on mortgage too.,0,2
I WONDER HOW I WILL EVER GET THRU THIS NIGHTMARE.,0,2
She can't walk more that 10-15 feet without being winded.,0,2
I am 66 years old and all but one of my male friends are dead.,0,2
I had 16 weeks of chemotherapy after surgery to remove my left upper lobe.,0,2
How is your mom doing?,0,2
Thanks Z I wil try that.<PERSON>,0,2
"Hi <PERSON>, My name is betty2 if you see me on CSN.",0,2
We are having a MRCP done of the liver in the morning.,0,2
Then lost all my eyelashes and eyebrows after 2nd taxol.,0,2
"I have just come off Cisplatin/Gemzar, and always had to take Arnesp at every infusion.",0,2
I had my son shave my head then I cryed like a baby.,0,2
