Sentence,Sadness,Split
She is currently on a different type of chemo but in June discovered brain tumors.,0,2
"I had a lumpectomy, but, wanted to wish you good luck in your decision!",0,2
I am not 100% convinced that most lung nodules are benign.,0,2
I know I'm not a doctor but it is so irritating!!,0,2
The recovery process is definitely long and painful.,0,2
What I do know is that harboring grudges is more destructive than any cancer.,0,2
"She has heard about all the women who have lost the battle, believe me, that scares the S#@t out of her.",0,2
"Happy, happy birthday to you and may we both be here to wish each other many more.Big hugs,
<PERSON>",0,2
"I hope all your dreams are coming true, and your are thriving in great health.",0,2
It is very hard to tell what is the treatment and what is the general anxiety this bloody thing causes.,0,2
He had a heart attack 3 years ago and has been really good about taking better care of himself after that scare and even quit smoking and everything seems to be ok with his heart.,0,2
"Taxol and avastin worked great for my brother, he also has had cisplatin and lot of radiation.",0,2
"You need to get a letter from your Dr. that explains that <PERSON> is a reas side effect of the treatment that you have gone through, make sure that you keep a copy and ask this boss of yours to put one in your file.",0,2
"The pain associated with the surgery was ""minimal"" as far as surgery goes, and within 6-months following surgery I was at what I would consider my pre-surgery condition.I have had no continence problems at all and have not suffered from ED.",0,2
I'm so very happy for you & very thankful for your positive post!,0,2
Since coming home I have sent several packages with little things to keep our mom entertained.,0,2
Hope you enjoyed the day!,0,2
"Thank you for being our champion, on this day and in this event and always!",0,2
All I want to know is when the pink bus unloads everyone is happy and well and there have been a busload of miracles.,0,2
I take a lot of delight in getting different kinds of coffee beans and smelling them while they grind in the morning.,0,2
He got his check ups regularly like he was supposed to.,0,2
It is good to know you are at home and not in much pain.,0,2
The last several weeks they've been re-checking the pathology results and did a 2nd MRI yesterday.,0,2
"I had two chest x-rays come back with ""Artifact.""",0,2
"So, that stained glass picture made them take them away?",0,2
"I so hate the would have, could have, should haves that I am left with.",0,2
"Lung cancer surviver also,
betty2",0,2
"Nope, never would have thought of NY Mets (not a sports fan).",0,2
Have they decided which clinical trial to start her on?,0,2
I think that is very insensitive and unprofessional.,0,2
Praying her biopsy results were good.Jan,0,2
I love <PERSON> like you wouldn't believe.,0,2
I can well imagine how tired you are of doctors.,0,2
The biopsy they did on my left axillary hurt like crazy!,0,2
PM and left the hospital on Fri. AM.,0,2
My Uroligist indicated that I start theraphy immediately upon removal of the cath.,0,2
"I would love to come, but my husband is having surgery the week before and now it's my turn to be caregiver.",0,2
I would shelter her from negativity so she can focus on healing.,0,2
I think we use this discussion board as a chat room lol!,0,2
"hi everyone.me and my husband will be staying home like we do every year.my two kids and their family will be their also.My husband makes his famous milk shakes.all flavors for our likeing.Snacks and such as well.the guys watch football,us women play cards,talk and laugh.The grandchildren play and watch movies.We all usually stay up till past midnight.Some stay all night.and some go home.they all live within 4miles from my house.I like it because I have all my close family here where it is safe.no one is out on the roads.Happy new year to everyone.love and prayers.",0,2
I received a phone call from the prison hospital today telling me I could come and visit as soon as I could get there.,0,2
May your day be filled with wonderful moments!,0,2
"As you know, it can be hard to replace them.",0,2
My side effects were minimal but were consistent.,0,2
Did radiation on neck and they said we could try another chemo drug.,0,2
It is set up differently and there is a whole thread for Alternative Theropy as well as one exclusively for stage 4 survivors.,0,2
"Oh Kathi that is such wonderful news in regards to your daughter, and you girl flying without a net which since you have less cholesterol to carry around with you should be a breeze!",0,2
I know how you feel (thinking the worst).,0,2
I know when I'm tired it will happen more.,0,2
"The doctor looked at me in the eye and said ""we are in very serious trouble"".",0,2
So many horror stories mixed in with the good.,0,2
Happy Birthday Kara - Hope you enjoy your day !!,0,2
"I would ask an independant oncologist from a cancer center,  Well good luck and hope I have not alarmed you but have helped you.",0,2
"If this works, maybe it will help all of us.",0,2
RAD goddess ... and to have a little more energy .. how lovely!,0,2
Im sorry to hear of your frustration Tasha.,0,2
It has been good to see you posting here!,0,2
Awesome keep going to the zero,0,2
"How did treatment affect your mom (was she tired, loss of weight, etc.)?",0,2
Truly all the best to you and hubby.,0,2
"Because meso is so rare, there aren't many incentives for drug companies to study it.",0,2
they called it small cell anaplastic carcinoma.,0,2
<PERSON> said everything so well for all of us.,0,2
"However, the other life skills that he desperately needed were not taught to him.",0,2
"The lump left by the biopsy of the sentinel lymph node, under my left arm, never went away.",0,2
god bless you and thanks for sharing your touching story.,0,2
"<PERSON>, a belated Happy Birthday wish for you.",0,2
<PERSON> was diagnosed with a Pancoast tumor left upper lung 1/16/18.,0,2
The smell of food did bother me but I maintained my weight through it all.,0,2
I am thinking of you and your mom.C.,0,2
"We may  professional, we may remain rather unemotional and say all the stuff we're supposed to say when the code goes south.......but on the inside, we're almost as torn up as you are, and on top of that we're angry because we couldn't save your loved one.",0,2
"And, like MTN, was very lucky to have few side effects.",0,2
How do you tell acquaintances that you have cancer or that it has returned?,0,2
"But the malignant ones need lots of follow-up, so I don't know why they would deny scans if that were the case.",0,2
I do remember everyone raving about their silk scarf from francedelux!,0,2
My dad seems to have no energy lately.,0,2
Thanks to you all for this  site and your kind words.,0,2
My situation seems almost identical to yours except <PERSON>'s is left side.,0,2
Didn't like the way booze made people act so I didn't drink either (as an Adult).,0,2
"I had my hair cut to 1 inch first, and kept the pink cream from <PERSON> rubbed in all the time...REALLY helped!!!",0,2
<PERSON> you are such an inspiration to all of us.,0,2
Has anyone been treated with the immunotherapy Imfinzi?,0,2
Will be thinking strong positive thoughts your way.,0,2
This site is wonderful for sharing your heart's feelings.,0,2
This disease is not always a fast growing one.,0,2
"I am an only child and her only caregiver, I am so afraid for her.",0,2
"This confirms previous slower increases, now with an average PSADT of 10 months.Thanks to all for the many opinions and concerns.<PERSON>, you are welcome to my place at this little conner of the Europe, I promiss to find you a bed for still the 10$ a night, thought the bed may be a little harder.",0,2
I agree WOOOOHOOOO Gemzar is buying him time!,0,2
"When I went on the over-the-counter stuff, the 1000 IU didn't work as well at least as far as pain relief went.",0,2
"Dear Linny,AI's are noted for joint and bone pain.",0,2
